,2008,,,,2009,,,,2010,,,,2011,,,,2012,,,,2013,,,,2014,,,,2015,,,,2016,,,,2017,,,,2018,,
Metabolic disorders (E70-E90),591,656,"1,247",,566,628,"1,194",,607,627,"1,234",,592,696,"1,288",,608,742,"1,350",,593,642,"1,235",,632,635,"1,267",,629,653,"1,282",,617,694,"1,311",,662,697,"1,359",,604,625,"1,229"
Disorders of aromatic amino-acid metabolism (E70),0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,1,1,,0,0,0,,0,1,1,,0,0,0,,0,0,0
Disorders of branched-chain amino-acid metabolism and fatty-acid metabolism (E71),3,0,3,,0,0,0,,5,2,7,,6,1,7,,1,0,1,,3,1,4,,0,1,1,,1,1,2,,0,1,1,,3,0,3,,2,0,2
Other disorders of amino-acid metabolism (E72),4,0,4,,3,4,7,,2,1,3,,2,3,5,,7,3,10,,4,4,8,,3,3,6,,2,1,3,,3,4,7,,4,2,6,,6,2,8
Lactose intolerance (E73),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other disorders of carbohydrate metabolism (E74),2,7,9,,1,2,3,,1,3,4,,4,1,5,,5,1,6,,3,2,5,,3,2,5,,2,4,6,,5,0,5,,2,0,2,,1,1,2
Disorders of sphingolipid metabolism and other lipid storage disorders (E75),9,9,18,,8,8,16,,4,6,10,,9,1,10,,7,11,18,,10,8,18,,13,12,25,,10,11,21,,11,3,14,,11,8,19,,10,3,13
Disorders of glycosaminoglycan metabolism (E76),6,2,8,,1,2,3,,7,0,7,,1,1,2,,4,1,5,,2,2,4,,4,1,5,,2,1,3,,0,4,4,,7,1,8,,2,0,2
Disorders of glycoprotein metabolism (E77),1,1,2,,2,3,5,,1,4,5,,0,3,3,,1,0,1,,2,1,3,,1,4,5,,0,1,1,,0,0,0,,2,2,4,,1,1,2
Disorders of lipoprotein metabolism and other lipidaemias (E78),335,362,697,,321,345,666,,333,307,640,,349,364,713,,321,372,693,,310,340,650,,330,319,649,,348,337,685,,330,356,686,,291,351,642,,260,274,534
Disorders of purine and pyrimidine metabolism (E79),0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,1,1,,2,0,2,,0,0,0,,1,0,1,,1,0,1
Disorders of porphyrin and bilirubin metabolism (E80),1,0,1,,0,0,0,,1,0,1,,0,1,1,,0,0,0,,0,2,2,,0,0,0,,0,0,0,,0,1,1,,0,2,2,,0,0,0
Disorders of mineral metabolism (E83),19,17,36,,29,21,50,,21,10,31,,18,15,33,,22,15,37,,20,20,40,,17,20,37,,25,23,48,,21,29,50,,32,27,59,,27,20,47
Cystic fibrosis (E84),11,13,24,,14,17,31,,12,14,26,,9,16,25,,13,20,33,,22,12,34,,12,12,24,,5,12,17,,18,15,33,,20,13,33,,21,16,37
Amyloidosis (E85),71,34,105,,67,33,100,,64,55,119,,72,50,122,,74,52,126,,82,47,129,,106,61,167,,96,55,151,,104,60,164,,116,78,194,,111,86,197
Volume depletion (E86),61,125,186,,62,112,174,,55,121,176,,53,141,194,,67,153,220,,35,74,109,,45,83,128,,34,73,107,,43,89,132,,35,75,110,,43,73,116
"Other disorders of fluid, electrolyte and acid-base balance (E87)",30,58,88,,32,51,83,,73,86,159,,48,72,120,,67,94,161,,76,101,177,,76,90,166,,78,106,184,,62,104,166,,113,113,226,,91,109,200
Other metabolic disorders (E88),38,27,65,,26,30,56,,28,18,46,,21,26,47,,19,19,38,,24,28,52,,22,25,47,,24,28,52,,20,27,47,,25,25,50,,28,40,68
"Postprocedural endocrine and metabolic disorders, not elsewhere classified (E89)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
CHAPTER V Mental and behavioural disorders (F00-F99),"2,378","3,985","6,363",,"2,406","4,137","6,543",,"2,499","4,527","7,026",,"2,769","4,877","7,646",,"2,963","5,266","8,229",,"2,933","5,288","8,221",,"3,315","5,753","9,068",,"3,585","5,907","9,492",,"3,769","6,169","9,938",,"3,895","6,465","10,360",,"3,505","5,984","9,489"
"Organic, including symptomatic, mental disorders (F00-F09)",2003,"3,782","5,785",,"2,057","3,922","5,979",,"2,155","4,281","6,436",,"2,413","4,637","7,050",,"2,650","5,027","7,677",,"2,690","5,128","7,818",,"3,046","5,609","8,655",,"3,273","5,733","9,006",,"3,455","5,986","9,441",,"3,590","6,244","9,834",,"3,285","5,805","9,090"
Vascular dementia (F01),405,607,1012,,418,640,1058,,430,701,1131,,463,766,"1,229",,524,812,"1,336",,412,596,"1,008",,511,684,"1,195",,532,674,"1,206",,587,710,"1,297",,624,772,"1,396",,600,683,"1,283"
Unspecified dementia (F03),1531,"3,131","4,662",,"1,562","3,231","4,793",,"1,648","3,520","5,168",,"1,864","3,787","5,651",,"2,002","4,093","6,095",,"2,190","4,444","6,634",,"2,392","4,794","7,186",,"2,589","4,910","7,499",,"2,719","5,122","7,841",,"2,877","5,371","8,248",,"2,669","5,097","7,766"
"Organic amnesic syndrome, not induced by alcohol and other psychoactive substances (F04)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Delirium, not induced by alcohol and other psychoactive substances (F05)",51,28,79,,52,40,92,,64,51,115,,67,66,133,,100,101,201,,88,86,174,,140,124,264,,152,145,297,,147,152,299,,88,98,186,,14,24,38
Other mental disorders due to brain damage and dysfunction and to physical disease (F06),3,1,4,,1,2,3,,4,1,5,,1,1,2,,1,2,3,,0,2,2,,3,7,10,,0,2,2,,2,2,4,,1,2,3,,2,1,3
"Personality and behavioural disorders due to brain disease, damage and dysfunction (F07)",13,15,28,,24,9,33,,9,8,17,,18,16,34,,23,19,42,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0
Unspecified organic or symptomatic mental disorder (F09),0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,1,1,,0,0,0
Mental and behavioural disorders due to psychoactive substance use (F10-F19),308,106,414,,284,91,375,,273,119,392,,286,115,401,,254,109,363,,193,60,253,,209,55,264,,250,71,321,,251,72,323,,247,81,328,,168,52,220
Mental and behavioural disorders due to use of alcohol (F10),227,59,286,,214,55,269,,196,76,272,,195,69,264,,177,57,234,,175,49,224,,189,47,236,,218,53,271,,218,61,279,,228,71,299,,155,43,198
Mental and behavioural disorders due to use of opioids (F11),7,0,7,,11,2,13,,15,5,20,,29,7,36,,22,7,29,,2,1,3,,0,4,4,,7,3,10,,6,1,7,,2,2,4,,2,3,5
Mental and behavioural disorders due to use of cannabinoids (F12),0,0,0,,1,0,1,,1,0,1,,3,1,4,,0,0,0,,0,1,1,,1,0,1,,2,0,2,,1,0,1,,0,0,0,,0,0,0
Mental and behavioural disorders due to use of sedatives or hypnotics (F13),0,0,0,,0,0,0,,2,0,2,,2,1,3,,2,3,5,,0,2,2,,0,0,0,,2,3,5,,2,1,3,,0,0,0,,0,0,0
Mental and behavioural disorders due to use of cocaine (F14),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1
"Mental and behavioural disorders due to use of other stimulants, including caffeine (F15)",1,0,1,,2,0,2,,1,0,1,,1,1,2,,3,1,4,,2,1,3,,3,0,3,,7,0,7,,5,1,6,,7,3,10,,1,1,2
Mental and behavioural disorders due to use of hallucinogens (F16),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Mental and behavioural disorders due to use of tobacco (F17),61,38,99,,38,31,69,,41,23,64,,38,27,65,,29,23,52,,1,0,1,,0,1,1,,0,0,0,,0,1,1,,0,1,1,,3,0,3
Mental and behavioural disorders due to use of volatile solvents (F18),0,0,0,,0,0,0,,3,1,4,,0,0,0,,0,1,1,,0,0,0,,2,0,2,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances (F19),12,9,21,,18,3,21,,14,14,28,,18,9,27,,21,17,38,,13,6,19,,14,3,17,,14,12,26,,19,7,26,,10,4,14,,7,4,11
"Schizophrenia, schizotypal and delusional disorders (F20-F29)",26,36,62,,26,48,74,,28,41,69,,30,45,75,,29,50,79,,13,33,46,,15,24,39,,17,26,43,,26,33,59,,25,35,60,,25,32,57
Schizophrenia (F20),26,33,59,,26,41,67,,25,35,60,,27,41,68,,23,47,70,,12,30,42,,12,21,33,,15,23,38,,21,27,48,,24,29,53,,24,28,52
Schizotypal disorder (F21),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Persistent delusional disorders (F22),0,0,0,,0,1,1,,0,1,1,,0,1,1,,3,0,3,,1,0,1,,0,2,2,,0,1,1,,0,1,1,,0,1,1,,0,0,0
Acute and transient psychotic disorders (F23),0,0,0,,0,1,1,,0,2,2,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Induced delusional disorder (F24),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Schizoaffective disorders (F25),0,1,1,,0,3,3,,3,2,5,,3,1,4,,1,1,2,,0,2,2,,0,0,0,,2,2,4,,3,4,7,,0,4,4,,1,4,5
Other nonorganic psychotic disorders (F28),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Unspecified nonorganic psychosis (F29),0,2,2,,0,2,2,,0,1,1,,0,2,2,,2,2,4,,0,1,1,,2,1,3,,0,0,0,,2,1,3,,1,1,2,,0,0,0
Mood [affective] disorders (F30-F39),19,37,56,,27,47,74,,29,51,80,,23,52,75,,20,47,67,,27,38,65,,29,46,75,,27,52,79,,26,52,78,,19,64,83,,16,66,82
Manic episode (F30),0,0,0,,1,0,1,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Bipolar affective disorder (F31),3,4,7,,6,8,14,,6,2,8,,2,7,9,,2,2,4,,3,1,4,,6,9,15,,6,5,11,,5,5,10,,3,9,12,,3,9,12
Depressive episode (F32),16,31,47,,20,37,57,,22,48,70,,19,45,64,,17,44,61,,24,37,61,,22,35,57,,21,45,66,,20,46,66,,16,53,69,,12,56,68
Recurrent depressive disorder (F33),0,1,1,,0,1,1,,1,1,2,,1,0,1,,1,1,2,,0,0,0,,0,1,1,,0,0,0,,1,1,2,,0,1,1,,0,0,0
Persistent mood [affective] disorders (F34),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,1,0,1
Other mood [affective] disorders (F38),0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Unspecified mood [affective] disorder (F39),0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,2,2,,0,0,0,,0,1,1,,0,1,1
"Neurotic, stress-related and somatoform disorders (F40-F48)",7,4,11,,4,4,8,,3,3,6,,4,3,7,,3,8,11,,3,10,13,,2,4,6,,3,5,8,,2,4,6,,4,8,12,,2,9,11
Phobic anxiety disorders (F40),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other anxiety disorders (F41),3,3,6,,2,4,6,,1,0,1,,1,1,2,,1,5,6,,3,6,9,,1,3,4,,2,5,7,,0,4,4,,1,7,8,,0,7,7
Obsessive-compulsive disorder (F42),1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Reaction to severe stress, and adjustment disorders (F43)",1,1,2,,2,0,2,,2,1,3,,2,0,2,,2,1,3,,0,3,3,,1,1,2,,0,0,0,,2,0,2,,3,1,4,,2,2,4
Dissociative [conversion] disorders (F44),2,0,2,,0,0,0,,0,2,2,,1,1,2,,0,2,2,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Somatoform disorders (F45),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other neurotic disorders (F48),0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,1,1,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0
Behavioural syndromes associated with physiological disturbances and physical factors (F50-F59),1,10,11,,2,17,19,,1,13,14,,3,11,14,,0,9,9,,1,9,10,,3,6,9,,1,11,12,,2,12,14,,1,13,14,,1,6,7
Eating disorders (F50),0,10,10,,0,17,17,,1,13,14,,3,7,10,,0,9,9,,1,9,10,,3,4,7,,1,10,11,,1,12,13,,0,13,13,,0,6,6
Nonorganic sleep disorders (F51),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Sexual dysfunction, not caused by organic disorder or disease (F52)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Mental and behavioural disorders associated with the puerperium, not elsewhere classified (F53)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Psychological and behavioural factors associated with disorders or diseases classified elsewhere (F54),0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,1,1,,0,0,0,,0,0,0,,0,0,0
Abuse of non-dependence-producing substances (F55),1,0,1,,1,0,1,,0,0,0,,0,4,4,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,1,0,1,,1,0,1,,1,0,1
Unspecified behavioural syndromes associated with physiological disturbances and physical factors (F59),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Disorders of adult personality and behaviour (F60-F69),0,1,1,,0,1,1,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,1,1
Specific personality disorders (F60),0,1,1,,0,1,1,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,1,1
Mixed and other personality disorders (F61),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Enduring personality changes, not attributable to brain damage and disease (F62)",0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Habit and impulse disorders (F63),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Gender identity disorders (F64),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Disorders of sexual preference (F65),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Psychological and behavioural disorders associated with sexual development and orientation (F66),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other disorders of adult personality and behaviour (F68),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Unspecified disorder of adult personality and behaviour (F69),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Mental retardation (F70-F79),11,5,16,,5,7,12,,6,10,16,,8,5,13,,7,5,12,,6,5,11,,9,8,17,,10,7,17,,7,3,10,,8,14,22,,7,7,14
Mild mental retardation (F70),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Moderate mental retardation (F71),0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Severe mental retardation (F72),1,0,1,,0,1,1,,2,1,3,,0,0,0,,0,0,0,,1,0,1,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Profound mental retardation (F73),1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other mental retardation (F78),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Unspecified mental retardation (F79),9,5,14,,5,6,11,,3,9,12,,8,5,13,,7,5,12,,5,5,10,,9,7,16,,10,7,17,,7,3,10,,8,14,22,,7,7,14
Disorders of psychological development (F80-F89),2,3,5,,1,0,1,,0,7,7,,0,7,7,,0,9,9,,0,2,2,,2,1,3,,3,2,5,,0,7,7,,1,6,7,,1,6,7
Specific developmental disorders of speech and language (F80),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Specific developmental disorders of scholastic skills (F81),0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Specific developmental disorder of motor function (F82),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,0,1,1,,0,0,0,,0,0,0
Mixed specific developmental disorders (F83),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Pervasive developmental disorders (F84),1,2,3,,0,0,0,,0,7,7,,0,4,4,,0,6,6,,0,2,2,,2,1,3,,2,2,4,,0,6,6,,0,4,4,,1,6,7
Other disorders of psychological development (F88),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Unspecified disorder of psychological development (F89),1,1,2,,1,0,1,,0,0,0,,0,2,2,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,1,2,3,,0,0,0
Behavioural and emotional disorders with onset usually occurring in childhood and adolescence (F90-F98),1,0,1,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Hyperkinetic disorders (F90),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Conduct disorders (F91),1,0,1,,0,0,0,,0,0,0,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Mixed disorders of conduct and emotions (F92),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Emotional disorders with onset specific to childhood (F93),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Disorders of social functioning with onset specific to childhood and adolescence (F94),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Tic disorders (F95),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,1,1,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Other behavioural and emotional disorders with onset usually occurring in childhood and adolescence (F98),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Unspecified mental disorder (F99-F99),0,1,1,,0,0,0,,4,2,6,,1,2,3,,0,1,1,,0,2,2,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
"Mental disorder, not otherwise specified (F99)",0,1,1,,0,0,0,,4,2,6,,1,2,3,,0,1,1,,0,2,2,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
CHAPTER VI Diseases of the nervous system (G00-G99),"2,747","3,241","5,988",,"2,777","3,163","5,940",,"2,760","3,395","6,155",,"3,047","3,723","6,770",,"3,124","3,929","7,053",,"3,341","4,169","7,510",,"3,819","4,355","8,174",,"3,910","4,529","8,439",,"4,099","4,689","8,788",,"4,376","4,969","9,345",,"4,053","4,628","8,681"
Inflammatory diseases of the central nervous system (G00-G09),35,19,54,,39,26,65,,45,29,74,,44,34,78,,38,51,89,,39,30,69,,48,33,81,,46,46,92,,31,36,67,,53,46,99,,48,34,82
"Bacterial meningitis, not elsewhere classified (G00)",9,5,14,,12,8,20,,10,5,15,,8,6,14,,5,10,15,,3,7,10,,4,8,12,,6,9,15,,4,10,14,,7,8,15,,6,6,12
Meningitis due to other and unspecified causes (G03),5,2,7,,4,2,6,,8,5,13,,7,6,13,,5,9,14,,6,3,9,,3,6,9,,8,3,11,,7,0,7,,3,2,5,,6,2,8
"Encephalitis, myelitis and encephalomyelitis (G04)",9,5,14,,12,9,21,,14,12,26,,13,11,24,,8,20,28,,14,14,28,,17,9,26,,15,13,28,,12,19,31,,22,24,46,,20,14,34
Intracranial and intraspinal abscess and granuloma (G06),5,4,9,,9,7,16,,12,1,13,,10,10,20,,15,4,19,,12,4,16,,15,8,23,,14,14,28,,4,6,10,,18,7,25,,10,7,17
Intracranial and intraspinal phlebitis and thrombophlebitis (G08),2,3,5,,1,0,1,,1,0,1,,1,0,1,,0,1,1,,1,0,1,,2,0,2,,0,0,0,,1,0,1,,1,3,4,,2,2,4
Sequelae of inflammatory diseases of central nervous system (G09),5,0,5,,1,0,1,,0,6,6,,5,1,6,,5,7,12,,3,2,5,,7,2,9,,3,7,10,,3,1,4,,2,2,4,,4,3,7
Systemic atrophies primarily affecting the central nervous system (G10-G14),393,328,721,,429,291,720,,421,339,760,,449,356,805,,455,350,805,,432,380,812,,412,329,741,,444,364,808,,466,406,872,,435,366,801,,431,348,779
Huntington disease (G10),33,44,77,,39,36,75,,44,32,76,,40,41,81,,34,34,68,,38,45,83,,47,39,86,,37,47,84,,38,52,90,,48,56,104,,40,37,77
Hereditary ataxia (G11),5,7,12,,12,13,25,,6,13,19,,13,19,32,,13,12,25,,10,6,16,,12,18,30,,10,10,20,,18,14,32,,13,9,22,,20,14,34
Spinal muscular atrophy and related syndromes (G12),355,277,632,,378,242,620,,371,294,665,,396,296,692,,408,304,712,,382,327,709,,351,271,622,,395,301,696,,406,334,740,,370,297,667,,366,293,659
Postpolio syndrome (G14),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,2,2,4,,2,1,3,,2,6,8,,4,6,10,,4,4,8,,5,4,9
Extrapyramidal and movement disorders (G20-G26),767,551,"1,318",,721,533,"1,254",,752,498,"1,250",,827,558,"1,385",,842,628,"1,470",,914,656,"1,570",,1095,720,"1,815",,1193,713,"1,906",,1194,747,"1,941",,"1,308",775,"2,083",,"1,255",829,"2,084"
Parkinson disease (G20),747,524,"1,271",,706,510,1216,,730,472,"1,202",,810,542,"1,352",,816,609,"1,425",,892,628,"1,520",,997,639,"1,636",,1075,638,"1,713",,1082,671,"1,753",,1180,686,"1,866",,"1,094",691,"1,785"
Secondary parkinsonism (G21),5,4,9,,8,3,11,,5,4,9,,5,5,10,,14,4,18,,10,8,18,,14,6,20,,14,6,20,,14,7,21,,9,8,17,,3,3,6
Other degenerative diseases of basal ganglia (G23),9,20,29,,5,14,19,,11,13,24,,9,8,17,,10,11,21,,8,16,24,,79,71,150,,97,67,164,,94,62,156,,116,79,195,,156,129,285
Dystonia (G24),2,3,5,,0,3,3,,2,5,7,,2,1,3,,0,2,2,,1,1,2,,1,0,1,,3,1,4,,1,5,6,,2,0,2,,0,0,0
Other extrapyramidal and movement disorders (G25),4,0,4,,2,3,5,,4,4,8,,1,2,3,,2,2,4,,3,3,6,,4,4,8,,4,1,5,,3,2,5,,1,2,3,,2,6,8
Other degenerative diseases of the nervous system (G30-G32),933,"1,808","2,741",,945,"1,784","2,729",,979,"1,981","2,960",,1084,"2,207","3,291",,1107,"2,324","3,431",,1279,"2,506","3,785",,"1,530","2,648","4,178",,"1,509","2,779","4,288",,"1,663","2,871","4,534",,"1,819","3,129","4,948",,"1,712","2,889","4,601"
Alzheimer disease (G30),797,"1,686","2,483",,810,"1,647","2,457",,842,"1,855","2,697",,939,"2,056","2,995",,938,"2,156","3,094",,1042,"2,303","3,345",,1251,"2,426","3,677",,1232,"2,546","3,778",,"1,341","2,642","3,983",,"1,484","2,864","4,348",,"1,419","2,644","4,063"
"Other degenerative diseases of nervous system, not elsewhere classified (G31)",136,122,258,,135,137,272,,137,126,263,,145,151,296,,169,168,337,,237,203,440,,279,222,501,,277,233,510,,322,229,551,,335,265,600,,293,245,538
Demyelinating diseases of the central nervous system (G35-G37),56,100,156,,66,91,157,,39,108,147,,54,107,161,,57,105,162,,62,110,172,,68,118,186,,58,136,194,,75,120,195,,67,114,181,,50,110,160
Multiple sclerosis (G35),55,93,148,,62,87,149,,35,100,135,,47,102,149,,55,98,153,,56,104,160,,62,116,178,,56,128,184,,69,117,186,,61,108,169,,45,107,152
Other acute disseminated demyelination (G36),1,0,1,,1,0,1,,0,0,0,,0,0,0,,0,2,2,,0,2,2,,0,0,0,,1,1,2,,1,0,1,,1,1,2,,1,0,1
Other demyelinating diseases of central nervous system (G37),0,7,7,,3,4,7,,4,8,12,,7,5,12,,2,5,7,,6,4,10,,6,2,8,,1,7,8,,5,3,8,,5,5,10,,4,3,7
Episodic and paroxysmal disorders (G40-G47),201,166,367,,184,171,355,,193,182,375,,207,185,392,,214,178,392,,172,162,334,,189,164,353,,223,176,399,,192,153,345,,213,187,400,,165,139,304
Epilepsy (G40),156,118,274,,147,113,260,,149,116,265,,165,120,285,,159,118,277,,136,104,240,,149,103,252,,159,117,276,,143,97,240,,158,107,265,,116,76,192
Status epilepticus (G41),5,7,12,,7,5,12,,9,13,22,,8,6,14,,12,14,26,,9,9,18,,8,16,24,,18,11,29,,17,10,27,,15,19,34,,11,19,30
Migraine (G43),0,0,0,,0,0,0,,0,1,1,,0,0,0,,1,0,1,,1,0,1,,0,0,0,,0,0,0,,0,0,0,,1,0,1,,1,0,1
Other headache syndromes (G44),0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0,,0,0,0
Transient cerebral ischaemic attacks and related syndromes (G45),23,34,57,,22,43,65,,17,45,62,,18,49,67,,24,37,61,,16,33,49,,16,29,45,,21,34,55,,15,31,46,,14,41,55,,14,21,35
